road,hour,weekday,prob_severity_0,prob_severity_1,prob_severity_2
A13,16,6,0.7,0.2,0.1
A13,17,0,0.45454545454545453,0.13636363636363635,0.4090909090909091
A13,17,1,0.6363636363636364,0.045454545454545456,0.3181818181818182
A13,17,2,0.6,0.1,0.3
A13,17,3,0.45,0.5,0.05
A13,17,4,0.3,0.45,0.25
A13,17,5,0.5,0.25,0.25
A13,17,6,0.65,0.25,0.1
A13,18,0,0.6363636363636364,0.22727272727272727,0.13636363636363635
A13,18,1,0.45454545454545453,0.36363636363636365,0.18181818181818182
A13,18,2,0.5,0.45,0.05
A13,18,3,0.55,0.3,0.15
A13,18,4,0.65,0.25,0.1
A13,18,5,0.6,0.3,0.1
A13,18,6,0.6,0.4,0.0
A13,19,0,0.8181818181818182,0.13636363636363635,0.045454545454545456
A13,19,1,0.6363636363636364,0.22727272727272727,0.13636363636363635
A13,19,2,0.75,0.2,0.05
A13,19,3,0.75,0.2,0.05
A13,19,4,0.65,0.15,0.2
A13,19,5,0.75,0.2,0.05
A13,19,6,0.9,0.05,0.05
A13,20,0,0.7727272727272727,0.22727272727272727,0.0
A13,20,1,0.7727272727272727,0.13636363636363635,0.09090909090909091
A13,20,2,0.65,0.3,0.05
A13,20,3,0.75,0.2,0.05
A13,20,4,0.7,0.2,0.1
A13,20,5,0.85,0.1,0.05
A13,20,6,0.8,0.15,0.05
A13,21,0,0.6363636363636364,0.22727272727272727,0.13636363636363635
A13,21,1,0.7272727272727273,0.22727272727272727,0.045454545454545456
A13,21,2,0.75,0.15,0.1
A13,21,3,0.7,0.2,0.1
A13,21,4,0.75,0.15,0.1
A13,21,5,0.6,0.3,0.1
A13,21,6,0.65,0.2,0.15
A13,22,0,0.5,0.3181818181818182,0.18181818181818182
A13,22,1,0.9090909090909091,0.045454545454545456,0.045454545454545456
A13,22,2,0.9,0.1,0.0
A13,22,3,0.65,0.2,0.15
A13,22,4,0.7,0.25,0.05
A13,22,5,0.8,0.2,0.0
A13,22,6,0.8,0.15,0.05
A13,23,0,0.7727272727272727,0.22727272727272727,0.0
A13,23,1,0.9545454545454546,0.045454545454545456,0.0
A13,23,2,0.9,0.05,0.05
A13,23,3,0.75,0.15,0.1
A13,23,4,0.75,0.2,0.05
A13,23,5,0.75,0.25,0.0
A13,23,6,0.8,0.1,0.1
A2,0,0,1.0,0.0,0.0
A2,0,1,0.9545454545454546,0.045454545454545456,0.0
A2,0,2,0.95,0.05,0.0
A2,0,3,0.95,0.05,0.0
A2,0,4,1.0,0.0,0.0
A2,0,5,0.85,0.15,0.0
A2,0,6,0.95,0.05,0.0
A2,1,0,0.9545454545454546,0.045454545454545456,0.0
A2,1,1,0.9545454545454546,0.045454545454545456,0.0
A2,1,2,1.0,0.0,0.0
A2,1,3,0.95,0.05,0.0
A2,1,4,1.0,0.0,0.0
A2,1,5,0.9,0.1,0.0
A2,1,6,0.9,0.05,0.05
A2,2,0,0.9090909090909091,0.09090909090909091,0.0
A2,2,1,1.0,0.0,0.0
A2,2,2,0.95,0.05,0.0
A2,2,3,0.95,0.05,0.0
A2,2,4,1.0,0.0,0.0
A2,2,5,0.95,0.05,0.0
A2,2,6,0.8,0.2,0.0
A2,3,0,0.9545454545454546,0.045454545454545456,0.0
A2,3,1,0.9090909090909091,0.09090909090909091,0.0
A2,3,2,1.0,0.0,0.0
A2,3,3,0.9,0.1,0.0
A2,3,4,1.0,0.0,0.0
A2,3,5,0.95,0.05,0.0
A2,3,6,0.85,0.15,0.0
A2,4,0,0.9545454545454546,0.045454545454545456,0.0
A2,4,1,1.0,0.0,0.0
A2,4,2,1.0,0.0,0.0
A2,4,3,0.9,0.1,0.0
A2,4,4,1.0,0.0,0.0
A2,4,5,0.85,0.1,0.05
A2,4,6,0.95,0.05,0.0
A2,5,0,0.9090909090909091,0.09090909090909091,0.0
A2,5,1,1.0,0.0,0.0
A2,5,2,0.95,0.05,0.0
A2,5,3,0.85,0.15,0.0
A2,5,4,0.95,0.05,0.0
A2,5,5,0.95,0.05,0.0
A2,5,6,1.0,0.0,0.0
A2,6,0,0.5909090909090909,0.3181818181818182,0.09090909090909091
A2,6,1,0.7727272727272727,0.13636363636363635,0.09090909090909091
A2,6,2,0.85,0.1,0.05
A2,6,3,0.85,0.1,0.05
A2,6,4,0.7,0.3,0.0
A2,6,5,0.9,0.05,0.05
A2,6,6,0.9,0.1,0.0
A2,7,0,0.7727272727272727,0.09090909090909091,0.13636363636363635
A2,7,1,0.6818181818181818,0.13636363636363635,0.18181818181818182
A2,7,2,0.55,0.35,0.1
A2,7,3,0.6,0.3,0.1
A2,7,4,0.55,0.3,0.15
A2,7,5,0.7,0.3,0.0
A2,7,6,0.95,0.05,0.0
A2,8,0,0.5909090909090909,0.2727272727272727,0.13636363636363635
A2,8,1,0.5,0.3181818181818182,0.18181818181818182
A2,8,2,0.6,0.2,0.2
A2,8,3,0.7,0.25,0.05
A2,8,4,0.45,0.4,0.15
A2,8,5,0.8,0.15,0.05
A2,8,6,0.95,0.05,0.0
A2,9,0,0.5454545454545454,0.3181818181818182,0.13636363636363635
A2,9,1,0.36363636363636365,0.3181818181818182,0.3181818181818182
A2,9,2,0.55,0.3,0.15
A2,9,3,0.55,0.25,0.2
A2,9,4,0.65,0.25,0.1
A2,9,5,1.0,0.0,0.0
A2,9,6,0.85,0.1,0.05
A2,10,0,0.7272727272727273,0.18181818181818182,0.09090909090909091
A2,10,1,0.7272727272727273,0.13636363636363635,0.13636363636363635
A2,10,2,0.9,0.1,0.0
A2,10,3,0.8,0.15,0.05
A2,10,4,0.85,0.15,0.0
A2,10,5,0.9,0.1,0.0
A2,10,6,0.9,0.1,0.0
A2,11,0,1.0,0.0,0.0
A2,11,1,0.8636363636363636,0.09090909090909091,0.045454545454545456
A2,11,2,0.65,0.25,0.1
A2,11,3,1.0,0.0,0.0
A2,11,4,0.75,0.2,0.05
A2,11,5,0.8,0.2,0.0
A2,11,6,0.9,0.1,0.0
A2,12,0,0.8636363636363636,0.13636363636363635,0.0
A2,12,1,0.7272727272727273,0.22727272727272727,0.045454545454545456
A2,12,2,0.9,0.1,0.0
A2,12,3,0.7,0.2,0.1
A2,12,4,0.9,0.05,0.05
A2,12,5,0.6,0.35,0.05
A2,12,6,0.65,0.25,0.1
A2,13,0,0.8636363636363636,0.09090909090909091,0.045454545454545456
A2,13,1,0.7727272727272727,0.22727272727272727,0.0
A2,13,2,0.8,0.15,0.05
A2,13,3,0.8,0.1,0.1
A2,13,4,0.75,0.2,0.05
A2,13,5,0.85,0.15,0.0
A2,13,6,0.7,0.3,0.0
A2,14,0,0.7272727272727273,0.09090909090909091,0.18181818181818182
A2,14,1,0.7272727272727273,0.13636363636363635,0.13636363636363635
A2,14,2,0.7,0.2,0.1
A2,14,3,0.75,0.25,0.0
A2,14,4,0.7,0.25,0.05
A2,14,5,0.8,0.15,0.05
A2,14,6,0.9,0.1,0.0
A2,15,0,0.9090909090909091,0.09090909090909091,0.0
A2,15,1,0.7272727272727273,0.22727272727272727,0.045454545454545456
A2,15,2,0.85,0.1,0.05
A2,15,3,0.65,0.3,0.05
A2,15,4,0.95,0.0,0.05
A2,15,5,0.75,0.2,0.05
A2,15,6,0.65,0.25,0.1
A2,16,0,0.5909090909090909,0.22727272727272727,0.18181818181818182
A2,16,1,0.6363636363636364,0.2727272727272727,0.09090909090909091
A2,16,2,0.65,0.2,0.15
A2,16,3,0.65,0.25,0.1
A2,16,4,0.7,0.25,0.05
A2,16,5,0.75,0.1,0.15
A2,16,6,0.8,0.2,0.0
A2,17,0,0.6818181818181818,0.2727272727272727,0.045454545454545456
A2,17,1,0.5454545454545454,0.2727272727272727,0.18181818181818182
A2,17,2,0.55,0.25,0.2
A2,17,3,0.5,0.15,0.35
A2,17,4,0.6,0.25,0.15
A2,17,5,0.8,0.1,0.1
A2,17,6,0.65,0.25,0.1
A2,18,0,0.5909090909090909,0.3181818181818182,0.09090909090909091
A2,18,1,0.5,0.13636363636363635,0.36363636363636365
A2,18,2,0.45,0.4,0.15
A2,18,3,0.5,0.4,0.1
A2,18,4,0.75,0.1,0.15
A2,18,5,0.95,0.05,0.0
A2,18,6,0.65,0.3,0.05
A2,19,0,0.7727272727272727,0.22727272727272727,0.0
A2,19,1,0.9090909090909091,0.09090909090909091,0.0
A2,19,2,0.65,0.3,0.05
A2,19,3,0.7,0.25,0.05
A2,19,4,0.8,0.15,0.05
A2,19,5,1.0,0.0,0.0
A2,19,6,0.95,0.05,0.0
A2,20,0,0.8181818181818182,0.09090909090909091,0.09090909090909091
A2,20,1,0.8636363636363636,0.13636363636363635,0.0
A2,20,2,0.75,0.2,0.05
A2,20,3,0.85,0.15,0.0
A2,20,4,0.75,0.25,0.0
A2,20,5,0.95,0.0,0.05
A2,20,6,0.95,0.05,0.0
A2,21,0,0.7272727272727273,0.18181818181818182,0.09090909090909091
A2,21,1,0.9545454545454546,0.0,0.045454545454545456
A2,21,2,0.8,0.1,0.1
A2,21,3,0.8,0.1,0.1
A2,21,4,0.8,0.15,0.05
A2,21,5,1.0,0.0,0.0
A2,21,6,0.95,0.05,0.0
A2,22,0,0.8181818181818182,0.18181818181818182,0.0
A2,22,1,0.6363636363636364,0.2727272727272727,0.09090909090909091
A2,22,2,0.8,0.15,0.05
A2,22,3,0.7,0.25,0.05
A2,22,4,0.8,0.15,0.05
A2,22,5,0.9,0.05,0.05
A2,22,6,0.95,0.05,0.0
A2,23,0,0.9545454545454546,0.045454545454545456,0.0
A2,23,1,0.9090909090909091,0.09090909090909091,0.0
A2,23,2,0.95,0.05,0.0
A2,23,3,1.0,0.0,0.0
A2,23,4,0.95,0.05,0.0
A2,23,5,0.95,0.05,0.0
A2,23,6,0.95,0.05,0.0
A20,0,0,0.9545454545454546,0.045454545454545456,0.0
A20,0,1,1.0,0.0,0.0
A20,0,2,1.0,0.0,0.0
A20,0,3,1.0,0.0,0.0
A20,0,4,0.95,0.05,0.0
A20,0,5,0.9,0.1,0.0
A20,0,6,0.9,0.05,0.05
A20,1,0,0.9545454545454546,0.045454545454545456,0.0
A20,1,1,0.9090909090909091,0.09090909090909091,0.0
A20,1,2,1.0,0.0,0.0
A20,1,3,0.95,0.05,0.0
A20,1,4,0.9,0.1,0.0
A20,1,5,0.95,0.05,0.0
A20,1,6,0.9,0.1,0.0
A20,2,0,0.9545454545454546,0.045454545454545456,0.0
A20,2,1,0.9545454545454546,0.045454545454545456,0.0
A20,2,2,0.9,0.1,0.0
A20,2,3,1.0,0.0,0.0
A20,2,4,0.95,0.05,0.0
A20,2,5,0.9,0.1,0.0
A20,2,6,0.8,0.15,0.05
A20,3,0,0.9090909090909091,0.09090909090909091,0.0
A20,3,1,0.8181818181818182,0.18181818181818182,0.0
A20,3,2,1.0,0.0,0.0
A20,3,3,0.95,0.05,0.0
A20,3,4,0.9,0.1,0.0
A20,3,5,0.9,0.1,0.0
A20,3,6,0.9,0.05,0.05
A20,4,0,0.9545454545454546,0.045454545454545456,0.0
A20,4,1,0.9545454545454546,0.045454545454545456,0.0
A20,4,2,1.0,0.0,0.0
A20,4,3,0.95,0.05,0.0
A20,4,4,0.95,0.05,0.0
A20,4,5,0.7,0.25,0.05
A20,4,6,0.85,0.15,0.0
A20,5,0,0.8636363636363636,0.13636363636363635,0.0
A20,5,1,0.9090909090909091,0.09090909090909091,0.0
A20,5,2,1.0,0.0,0.0
A20,5,3,0.95,0.05,0.0
A20,5,4,0.95,0.05,0.0
A20,5,5,0.9,0.05,0.05
A20,5,6,0.85,0.15,0.0
A20,6,0,0.9090909090909091,0.09090909090909091,0.0
A20,6,1,0.7727272727272727,0.18181818181818182,0.045454545454545456
A20,6,2,0.7,0.2,0.1
A20,6,3,0.85,0.15,0.0
A20,6,4,0.75,0.2,0.05
A20,6,5,0.8,0.15,0.05
A20,6,6,0.95,0.0,0.05
A20,7,0,0.7272727272727273,0.09090909090909091,0.18181818181818182
A20,7,1,0.6363636363636364,0.18181818181818182,0.18181818181818182
A20,7,2,0.65,0.15,0.2
A20,7,3,0.45,0.25,0.3
A20,7,4,0.65,0.25,0.1
A20,7,5,0.85,0.15,0.0
A20,7,6,0.8,0.15,0.05
A20,8,0,0.7727272727272727,0.18181818181818182,0.045454545454545456
A20,8,1,0.5454545454545454,0.2727272727272727,0.18181818181818182
A20,8,2,0.7,0.25,0.05
A20,8,3,0.45,0.4,0.15
A20,8,4,0.75,0.05,0.2
A20,8,5,0.95,0.05,0.0
A20,8,6,0.95,0.05,0.0
A20,9,0,0.45454545454545453,0.36363636363636365,0.18181818181818182
A20,9,1,0.6818181818181818,0.18181818181818182,0.13636363636363635
A20,9,2,0.6,0.25,0.15
A20,9,3,0.65,0.15,0.2
A20,9,4,0.5,0.3,0.2
A20,9,5,0.8,0.2,0.0
A20,9,6,0.95,0.05,0.0
A20,10,0,0.7727272727272727,0.22727272727272727,0.0
A20,10,1,0.6818181818181818,0.3181818181818182,0.0
A20,10,2,0.75,0.15,0.1
A20,10,3,0.75,0.15,0.1
A20,10,4,0.75,0.15,0.1
A20,10,5,0.8,0.15,0.05
A20,10,6,0.85,0.15,0.0
A20,11,0,0.8636363636363636,0.13636363636363635,0.0
A20,11,1,0.8636363636363636,0.09090909090909091,0.045454545454545456
A20,11,2,0.75,0.15,0.1
A20,11,3,0.85,0.1,0.05
A20,11,4,0.9,0.1,0.0
A20,11,5,0.85,0.15,0.0
A20,11,6,0.95,0.0,0.05
A20,12,0,0.6818181818181818,0.13636363636363635,0.18181818181818182
A20,12,1,0.8181818181818182,0.13636363636363635,0.045454545454545456
A20,12,2,0.8,0.05,0.15
A20,12,3,0.7,0.2,0.1
A20,12,4,0.7,0.25,0.05
A20,12,5,0.9,0.05,0.05
A20,12,6,0.85,0.15,0.0
A20,13,0,0.8181818181818182,0.09090909090909091,0.09090909090909091
A20,13,1,0.8636363636363636,0.09090909090909091,0.045454545454545456
A20,13,2,0.7,0.2,0.1
A20,13,3,0.95,0.05,0.0
A20,13,4,0.85,0.1,0.05
A20,13,5,0.85,0.15,0.0
A20,13,6,0.8,0.2,0.0
A20,14,0,0.7727272727272727,0.09090909090909091,0.13636363636363635
A20,14,1,0.7727272727272727,0.13636363636363635,0.09090909090909091
A20,14,2,0.85,0.1,0.05
A20,14,3,0.75,0.15,0.1
A20,14,4,0.8,0.15,0.05
A20,14,5,0.65,0.3,0.05
A20,14,6,0.95,0.05,0.0
A20,15,0,0.9090909090909091,0.045454545454545456,0.045454545454545456
A20,15,1,0.9545454545454546,0.0,0.045454545454545456
A20,15,2,0.75,0.2,0.05
A20,15,3,0.9,0.1,0.0
A20,15,4,0.8,0.1,0.1
A20,15,5,0.75,0.15,0.1
A20,15,6,0.7,0.3,0.0
A20,16,0,0.7272727272727273,0.13636363636363635,0.13636363636363635
A20,16,1,0.5454545454545454,0.22727272727272727,0.22727272727272727
A20,16,2,0.65,0.2,0.15
A20,16,3,0.6,0.25,0.15
A20,16,4,0.75,0.05,0.2
A20,16,5,0.7,0.3,0.0
A20,16,6,0.9,0.1,0.0
A20,17,0,0.7272727272727273,0.13636363636363635,0.13636363636363635
A20,17,1,0.5454545454545454,0.3181818181818182,0.13636363636363635
A20,17,2,0.55,0.15,0.3
A20,17,3,0.8,0.15,0.05
A20,17,4,0.7,0.2,0.1
A20,17,5,0.8,0.15,0.05
A20,17,6,0.9,0.1,0.0
A20,18,0,0.5454545454545454,0.36363636363636365,0.09090909090909091
A20,18,1,0.5909090909090909,0.2727272727272727,0.13636363636363635
A20,18,2,0.6,0.1,0.3
A20,18,3,0.6,0.25,0.15
A20,18,4,0.6,0.25,0.15
A20,18,5,0.75,0.2,0.05
A20,18,6,0.85,0.15,0.0
A20,19,0,0.8181818181818182,0.13636363636363635,0.045454545454545456
A20,19,1,0.7727272727272727,0.13636363636363635,0.09090909090909091
A20,19,2,0.7,0.15,0.15
A20,19,3,1.0,0.0,0.0
A20,19,4,0.8,0.15,0.05
A20,19,5,0.85,0.15,0.0
A20,19,6,0.9,0.1,0.0
A20,20,0,0.6363636363636364,0.18181818181818182,0.18181818181818182
A20,20,1,0.7272727272727273,0.2727272727272727,0.0
A20,20,2,0.85,0.1,0.05
A20,20,3,0.65,0.25,0.1
A20,20,4,0.7,0.25,0.05
A20,20,5,0.9,0.05,0.05
A20,20,6,0.9,0.1,0.0
A20,21,0,0.7727272727272727,0.09090909090909091,0.13636363636363635
A20,21,1,0.8181818181818182,0.045454545454545456,0.13636363636363635
A20,21,2,0.8,0.1,0.1
A20,21,3,0.8,0.2,0.0
A20,21,4,0.95,0.0,0.05
A20,21,5,0.8,0.15,0.05
A20,21,6,0.85,0.1,0.05
A20,22,0,0.7272727272727273,0.22727272727272727,0.045454545454545456
A20,22,1,0.8636363636363636,0.13636363636363635,0.0
A20,22,2,0.85,0.15,0.0
A20,22,3,0.85,0.1,0.05
A20,22,4,0.75,0.1,0.15
A20,22,5,0.95,0.0,0.05
A20,22,6,1.0,0.0,0.0
A20,23,0,0.9090909090909091,0.09090909090909091,0.0
A20,23,1,1.0,0.0,0.0
A20,23,2,0.95,0.05,0.0
A20,23,3,0.85,0.15,0.0
A20,23,4,1.0,0.0,0.0
A20,23,5,0.9,0.1,0.0
A20,23,6,0.95,0.05,0.0
A21,0,0,0.9545454545454546,0.045454545454545456,0.0
A21,0,1,1.0,0.0,0.0
A21,0,2,0.95,0.05,0.0
A21,0,3,0.95,0.05,0.0
A21,0,4,0.85,0.15,0.0
A21,0,5,0.85,0.1,0.05
A21,0,6,0.9,0.1,0.0
A21,1,0,0.9545454545454546,0.045454545454545456,0.0
A21,1,1,0.9090909090909091,0.09090909090909091,0.0
A21,1,2,0.95,0.05,0.0
A21,1,3,0.95,0.05,0.0
A21,1,4,0.9,0.1,0.0
A21,1,5,0.95,0.0,0.05
A21,1,6,0.85,0.15,0.0
A21,2,0,0.9545454545454546,0.045454545454545456,0.0
A21,2,1,0.9090909090909091,0.09090909090909091,0.0
A21,2,2,1.0,0.0,0.0
A21,2,3,1.0,0.0,0.0
A21,2,4,0.95,0.05,0.0
A21,2,5,0.95,0.05,0.0
A21,2,6,0.9,0.05,0.05
A21,3,0,0.8181818181818182,0.18181818181818182,0.0
A21,3,1,1.0,0.0,0.0
A21,3,2,0.9,0.1,0.0
A21,3,3,0.95,0.05,0.0
A21,3,4,1.0,0.0,0.0
A21,3,5,0.9,0.1,0.0
A21,3,6,0.8,0.15,0.05
A21,4,0,1.0,0.0,0.0
A21,4,1,0.8636363636363636,0.13636363636363635,0.0
A21,4,2,0.9,0.1,0.0
A21,4,3,0.95,0.05,0.0
A21,4,4,1.0,0.0,0.0
A21,4,5,0.95,0.05,0.0
A21,4,6,0.95,0.0,0.05
A21,5,0,0.8181818181818182,0.18181818181818182,0.0
A21,5,1,1.0,0.0,0.0
A21,5,2,0.9,0.1,0.0
A21,5,3,1.0,0.0,0.0
A21,5,4,0.9,0.1,0.0
A21,5,5,0.85,0.1,0.05
A21,5,6,0.75,0.2,0.05
A21,6,0,0.6818181818181818,0.22727272727272727,0.09090909090909091
A21,6,1,0.8636363636363636,0.045454545454545456,0.09090909090909091
A21,6,2,0.7,0.25,0.05
A21,6,3,0.75,0.2,0.05
A21,6,4,0.8,0.15,0.05
A21,6,5,0.9,0.1,0.0
A21,6,6,0.95,0.05,0.0
A21,7,0,0.5454545454545454,0.22727272727272727,0.22727272727272727
A21,7,1,0.7727272727272727,0.13636363636363635,0.09090909090909091
A21,7,2,0.8,0.15,0.05
A21,7,3,0.7,0.25,0.05
A21,7,4,0.65,0.35,0.0
A21,7,5,0.9,0.1,0.0
A21,7,6,0.95,0.05,0.0
A21,8,0,0.5909090909090909,0.22727272727272727,0.18181818181818182
A21,8,1,0.6363636363636364,0.2727272727272727,0.09090909090909091
A21,8,2,0.55,0.3,0.15
A21,8,3,0.5,0.3,0.2
A21,8,4,0.85,0.15,0.0
A21,8,5,0.9,0.05,0.05
A21,8,6,0.95,0.05,0.0
A21,9,0,0.6363636363636364,0.36363636363636365,0.0
A21,9,1,0.7272727272727273,0.13636363636363635,0.13636363636363635
A21,9,2,0.75,0.0,0.25
A21,9,3,0.5,0.25,0.25
A21,9,4,0.55,0.35,0.1
A21,9,5,0.9,0.1,0.0
A21,9,6,0.9,0.05,0.05
A21,10,0,0.7727272727272727,0.09090909090909091,0.13636363636363635
A21,10,1,0.8636363636363636,0.045454545454545456,0.09090909090909091
A21,10,2,0.85,0.15,0.0
A21,10,3,0.85,0.15,0.0
A21,10,4,0.9,0.1,0.0
A21,10,5,1.0,0.0,0.0
A21,10,6,0.8,0.2,0.0
A21,11,0,0.7272727272727273,0.22727272727272727,0.045454545454545456
A21,11,1,0.7727272727272727,0.22727272727272727,0.0
A21,11,2,0.7,0.2,0.1
A21,11,3,0.85,0.1,0.05
A21,11,4,0.9,0.05,0.05
A21,11,5,0.9,0.1,0.0
A21,11,6,0.9,0.1,0.0
A21,12,0,0.9090909090909091,0.045454545454545456,0.045454545454545456
A21,12,1,0.8181818181818182,0.18181818181818182,0.0
A21,12,2,0.8,0.15,0.05
A21,12,3,0.8,0.2,0.0
A21,12,4,0.85,0.1,0.05
A21,12,5,0.75,0.15,0.1
A21,12,6,0.7,0.2,0.1
A21,13,0,0.6818181818181818,0.13636363636363635,0.18181818181818182
A21,13,1,0.9090909090909091,0.09090909090909091,0.0
A21,13,2,0.9,0.05,0.05
A21,13,3,0.8,0.2,0.0
A21,13,4,0.8,0.15,0.05
A21,13,5,0.8,0.2,0.0
A21,13,6,0.7,0.25,0.05
A21,14,0,0.9545454545454546,0.045454545454545456,0.0
A21,14,1,0.8181818181818182,0.18181818181818182,0.0
A21,14,2,0.85,0.15,0.0
A21,14,3,0.7,0.25,0.05
A21,14,4,0.8,0.2,0.0
A21,14,5,0.85,0.15,0.0
A21,14,6,0.8,0.2,0.0
A21,15,0,0.9545454545454546,0.0,0.045454545454545456
A21,15,1,0.6818181818181818,0.22727272727272727,0.09090909090909091
A21,15,2,0.8,0.2,0.0
A21,15,3,0.75,0.2,0.05
A21,15,4,0.8,0.2,0.0
A21,15,5,0.8,0.2,0.0
A21,15,6,0.7,0.3,0.0
A21,16,0,0.7272727272727273,0.18181818181818182,0.09090909090909091
A21,16,1,0.5909090909090909,0.2727272727272727,0.13636363636363635
A21,16,2,0.7,0.05,0.25
A21,16,3,0.65,0.3,0.05
A21,16,4,0.5,0.3,0.2
A21,16,5,0.6,0.2,0.2
A21,16,6,0.75,0.25,0.0
A21,17,0,0.6363636363636364,0.2727272727272727,0.09090909090909091
A21,17,1,0.6363636363636364,0.18181818181818182,0.18181818181818182
A21,17,2,0.7,0.2,0.1
A21,17,3,0.55,0.3,0.15
A21,17,4,0.65,0.25,0.1
A21,17,5,0.75,0.1,0.15
A21,17,6,0.65,0.25,0.1
A21,18,0,0.7272727272727273,0.13636363636363635,0.13636363636363635
A21,18,1,0.5,0.45454545454545453,0.045454545454545456
A21,18,2,0.6,0.25,0.15
A21,18,3,0.7,0.2,0.1
A21,18,4,0.8,0.05,0.15
A21,18,5,0.65,0.3,0.05
A21,18,6,0.8,0.1,0.1
A21,19,0,0.6818181818181818,0.18181818181818182,0.13636363636363635
A21,19,1,0.7272727272727273,0.09090909090909091,0.18181818181818182
A21,19,2,0.8,0.15,0.05
A21,19,3,0.8,0.1,0.1
A21,19,4,0.8,0.15,0.05
A21,19,5,0.9,0.05,0.05
A21,19,6,0.8,0.2,0.0
A21,20,0,0.7727272727272727,0.18181818181818182,0.045454545454545456
A21,20,1,0.8636363636363636,0.09090909090909091,0.045454545454545456
A21,20,2,0.9,0.1,0.0
A21,20,3,0.85,0.1,0.05
A21,20,4,0.7,0.25,0.05
A21,20,5,0.95,0.05,0.0
A21,20,6,0.85,0.15,0.0
A21,21,0,0.8636363636363636,0.13636363636363635,0.0
A21,21,1,0.8636363636363636,0.09090909090909091,0.045454545454545456
A21,21,2,0.9,0.0,0.1
A21,21,3,0.8,0.15,0.05
A21,21,4,0.85,0.1,0.05
A21,21,5,0.9,0.1,0.0
A21,21,6,1.0,0.0,0.0
A21,22,0,0.8636363636363636,0.045454545454545456,0.09090909090909091
A21,22,1,0.8636363636363636,0.13636363636363635,0.0
A21,22,2,0.7,0.25,0.05
A21,22,3,0.8,0.2,0.0
A21,22,4,0.85,0.1,0.05
A21,22,5,1.0,0.0,0.0
A21,22,6,0.9,0.1,0.0
A21,23,0,1.0,0.0,0.0
A21,23,1,0.9090909090909091,0.09090909090909091,0.0
A21,23,2,0.95,0.05,0.0
A21,23,3,0.9,0.1,0.0
A21,23,4,0.85,0.15,0.0
A21,23,5,0.95,0.05,0.0
A21,23,6,0.95,0.0,0.05
A23,0,0,0.9090909090909091,0.09090909090909091,0.0
A23,0,1,1.0,0.0,0.0
A23,0,2,1.0,0.0,0.0
A23,0,3,1.0,0.0,0.0
A23,0,4,1.0,0.0,0.0
A23,0,5,0.8,0.15,0.05
A23,0,6,0.8,0.2,0.0
A23,1,0,0.9090909090909091,0.09090909090909091,0.0
A23,1,1,0.8636363636363636,0.13636363636363635,0.0
A23,1,2,1.0,0.0,0.0
A23,1,3,0.9,0.1,0.0
A23,1,4,0.9,0.1,0.0
A23,1,5,0.8,0.2,0.0
A23,1,6,0.8,0.2,0.0
A23,2,0,0.8636363636363636,0.13636363636363635,0.0
A23,2,1,0.9090909090909091,0.09090909090909091,0.0
A23,2,2,1.0,0.0,0.0
A23,2,3,0.95,0.05,0.0
A23,2,4,1.0,0.0,0.0
A23,2,5,0.95,0.05,0.0
A23,2,6,0.95,0.0,0.05
A23,3,0,0.9545454545454546,0.045454545454545456,0.0
A23,3,1,1.0,0.0,0.0
A23,3,2,0.95,0.05,0.0
A23,3,3,1.0,0.0,0.0
A23,3,4,1.0,0.0,0.0
A23,3,5,0.85,0.15,0.0
A23,3,6,0.75,0.15,0.1
A23,4,0,0.9545454545454546,0.045454545454545456,0.0
A23,4,1,1.0,0.0,0.0
A23,4,2,1.0,0.0,0.0
A23,4,3,0.9,0.1,0.0
A23,4,4,0.85,0.15,0.0
A23,4,5,0.95,0.0,0.05
A23,4,6,0.85,0.15,0.0
A23,5,0,0.9090909090909091,0.09090909090909091,0.0
A23,5,1,0.9090909090909091,0.09090909090909091,0.0
A23,5,2,0.95,0.05,0.0
A23,5,3,1.0,0.0,0.0
A23,5,4,0.9,0.1,0.0
A23,5,5,0.95,0.05,0.0
A23,5,6,0.8,0.2,0.0
A23,6,0,0.8636363636363636,0.09090909090909091,0.045454545454545456
A23,6,1,0.8181818181818182,0.18181818181818182,0.0
A23,6,2,0.75,0.2,0.05
A23,6,3,0.85,0.1,0.05
A23,6,4,0.8,0.1,0.1
A23,6,5,0.95,0.05,0.0
A23,6,6,0.9,0.1,0.0
A23,7,0,0.4090909090909091,0.5,0.09090909090909091
A23,7,1,0.5909090909090909,0.36363636363636365,0.045454545454545456
A23,7,2,0.7,0.2,0.1
A23,7,3,0.45,0.3,0.25
A23,7,4,0.35,0.25,0.4
A23,7,5,1.0,0.0,0.0
A23,7,6,0.95,0.05,0.0
A23,8,0,0.6363636363636364,0.3181818181818182,0.045454545454545456
A23,8,1,0.5454545454545454,0.22727272727272727,0.22727272727272727
A23,8,2,0.5,0.15,0.35
A23,8,3,0.5,0.35,0.15
A23,8,4,0.55,0.4,0.05
A23,8,5,0.85,0.15,0.0
A23,8,6,0.95,0.0,0.05
A23,9,0,0.6363636363636364,0.18181818181818182,0.18181818181818182
A23,9,1,0.45454545454545453,0.4090909090909091,0.13636363636363635
A23,9,2,0.5,0.25,0.25
A23,9,3,0.5,0.25,0.25
A23,9,4,0.55,0.3,0.15
A23,9,5,0.95,0.05,0.0
A23,9,6,0.9,0.1,0.0
